ID,Provider ID,Condition,Measure Name,Measure ID,Measure Start Date,Measure End Date,Score
2017,440039,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,96
2018,60016,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,97
2019,80006,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,74
2020,340144,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,122
2021,210064,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,95
2022,670107,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,77
2023,381303,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
2024,100268,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,98
2025,60016,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,224
2026,340144,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,254
2027,340144,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,84
2028,340144,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
2029,340144,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,100
2030,340144,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,55
2031,390146,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,198
2032,340144,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,298
2033,340144,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,31
2034,340144,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,48
2035,340144,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
2036,340144,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
2037,340144,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,3
2038,340144,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
2039,340144,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,98
2040,490024,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,16
2041,321305,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,163
2042,380082,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,95
2043,60016,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
2044,381303,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
2045,130014,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
2046,390138,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,13
2047,381303,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,48
2048,310024,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,26
2049,50067,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,58
2050,510050,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,6
2051,50523,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,56
2052,310024,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,4
2053,10061,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
2054,100268,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,17
2055,490024,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,67
2056,521353,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,84
2057,381303,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
2058,60114,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
2059,161375,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,39
2060,390138,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,49
2061,300014,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,286
2062,490021,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
2063,60016,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,OP_3b,4/1/17,3/31/18,66
2064,50523,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,362
2065,440183,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,94
2066,490021,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,37
2067,330144,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
2068,670107,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
2069,281322,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,92
2070,510050,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,51
2071,330229,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,94
2072,170023,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,109
2073,141318,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
2074,130014,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,73
2075,390138,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,84
2076,100268,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,51
2077,241330,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
2078,330229,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,97
2079,50067,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,293
2080,490021,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,100
2081,141318,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,36
2082,10061,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,66
2083,10061,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,67
2084,241376,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,14
2085,10108,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,87
2086,60114,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,168
2087,330229,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
2088,50067,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,34
2089,130014,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,38
2090,130014,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,97
2091,381303,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
2092,80006,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,91
2093,241335,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,2
2094,330233,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
2095,141318,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,47
2096,100252,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,78
2097,300014,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,65
2098,170023,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,59
2099,390086,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,10
2100,10108,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
2101,10108,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,54
2102,241335,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
2103,510050,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,214
2104,510050,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,69
2105,50067,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,96
2106,110233,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,99
2107,170023,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
2108,50067,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,56
2109,241335,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,125
2110,501330,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,212
2111,330144,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
2112,330229,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
2113,100252,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
2114,450698,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,96
2115,100252,Heart Attack or Chest Pain,Median Time to Fibrinolysis,OP_1,4/1/17,3/31/18,24
2116,381303,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,110
2117,380082,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,83
2118,330229,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
2119,150102,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
2120,300014,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,10
2121,170023,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,40
2122,380082,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,95
2123,130014,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,222
2124,10108,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,62
2125,330233,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,28
2126,50067,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
2127,310024,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,120
2128,80006,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,35
2129,10108,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,10
2130,60114,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,28
2131,161375,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
2132,490024,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,246
2133,490021,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
2134,501330,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,82
2135,60114,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,298
2136,440039,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,17
2137,521312,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,15
2138,241376,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,107
2139,60016,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
2140,381303,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,40
2141,161375,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,6
2142,330229,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,50
2143,490024,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,4
2144,490021,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,0
2145,10108,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,40
2146,330144,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
2147,380082,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,72
2148,390138,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,92
2149,170023,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
2150,330229,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,271
2151,300014,Cataract surgery outcome,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,OP_31,1/1/17,12/31/17,90
2152,241376,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,81
2153,150102,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,198
2154,670107,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,96
2155,490021,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,57
2156,670107,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,196
2157,141318,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,192
2158,50557,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,98
2159,501330,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,120
2160,241376,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,95
2161,241376,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,48
2162,10061,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,33
2163,180078,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,240
2164,381303,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,80
2165,510050,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,48
2166,330233,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,83
2167,150102,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,49
2168,241330,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,34
2169,130014,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,135
2170,521312,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,32
2171,380082,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,OP_3b,4/1/17,3/31/18,52
2172,10108,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
2173,241376,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,30
2174,50523,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,47
2175,390138,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,90
2176,80006,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,349
2177,330233,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,192
2178,330229,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,64
2179,60016,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,70
2180,241330,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
2181,380082,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,11
2182,330144,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,69
2183,10005,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,242
2184,10005,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,78
2185,10005,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
2186,10005,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
2187,10005,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,86
2188,10005,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,114
2189,10005,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,222
2190,10005,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,22
2191,10005,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,65
2192,10005,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
2193,10005,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,88
2194,10005,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,78
2195,10005,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,96
2196,10005,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,90
2197,10005,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
2198,10005,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,14
2199,10005,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,1
2200,10005,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,64
2201,330233,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,663
2202,60114,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,62
2203,330233,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,100
2204,161375,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,26
2205,150102,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,22
2206,100252,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,71
2207,501330,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,33
2208,60114,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,4
2209,490021,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,84
2210,330233,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
2211,510050,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,50
2212,150102,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,100
2213,510050,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,66
